point_code,Block,X,Y,Obs,Month,Day,Year,Elevation,Aspect,Slope,Prism,Prism BA (ft2/ac),LL Center,LL rand 1,LL rand 2,Woody Center,Woody rand 1,Woody rand 2,Herb Center,Herb rand 1,Herb rand 2,Fern Center,Fern rand 1,Fern rand 2,Rubus Center,Rubus rand 1,Rubus rand 2,Bare/Rock Center,Bare/Rock rand 1,Bare/Rock rand 2,Moss Center,Moss rand 1,Moss rand 2,CWD Center,CWD rand 1,CWD rand 2,Notes,<1.5m,>1.5m,Total,Transect Length,Std <1.5m,Std >1.5m,distance_to_forest_edge_m,canopy_cover_50m_avg
RK1013,Ohiopyle,-79.5317001,39.9094009,RSC/KBB,6,29,2021,617.583508,72.65584312,2.318083292,15,150,20,20,5,0,40,0,45,0,5,0,40,90,0,0,0,0,0,0,35,0,0,0,0,0,,9,0,9,10,0.9,0,417.8516541,87
RK1014,Ohiopyle,-79.472702,39.8539009,KLM/RSC,6,30,2021,545.6671136,3.493939493,2.084254683,12,120,70,60,70,0,0,20,0,0,0,10,40,10,0,0,0,0,0,0,20,0,0,0,0,1,,8,4,12,10,0.8,0.4,318.9043884,90.55555556
RK1015,Ohiopyle,-79.4982986,39.9281998,"TJH,LJV",6,28,2021,464.5131328,77.25626652,3.404740273,19,190,60,60,45,10,0,0,30,35,55,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,,1,2,3,10,0.1,0.2,502.8916016,88.11111111
RK1016,Ohiopyle,-79.4952011,39.9095993,KLM/RSC,6,28,2021,498.3107971,89.51685859,2.840767164,16,160,65,50,80,30,5,0,0,40,0,0,0,10,0,5,0,0,0,5,5,0,5,0,0,0,,14,10,24,10,1.4,1,553.1726685,90.625
RK1017,Ohiopyle,-79.5077972,39.8754005,RSC/KLM,7,2,2021,488.2600261,102.775047,5.190815677,15,150,70,75,20,10,10,70,10,15,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,15,12,27,10,1.5,1.2,258.0697632,87.375
RK1018,Ohiopyle,-79.4853973,39.8992996,KLM/CPC,6,29,2021,415.7891072,340.4469006,1.22467711,11,110,65,60,70,10,0,15,10,10,5,0,25,10,0,0,0,0,5,0,15,0,0,0,0,1,,6,6,12,10,0.6,0.6,480,86
RK1019,Ohiopyle,-79.4991989,39.8922005,KLM/CPC,6,29,2021,462.3366957,51.87999997,2.189231701,13,130,60,15,35,15,10,0,15,60,55,10,5,0,0,0,0,0,5,0,0,5,10,0,1,2,,0,5,5,10,0,0.5,450,84.11111111
RK1020,Ohiopyle,-79.4580994,39.8625984,AEH/CPC,6,30,2021,561.1455174,184.3977893,3.79910486,9,90,0,60,0,5,5,5,15,0,45,5,5,0,0,0,0,65,30,50,0,0,0,1,0,0,Recent burn area,5,8,13,10,0.5,0.8,844.8076782,89.44444444
RK1021,Ohiopyle,-79.4860992,39.8120995,CJF,7,3,2021,678.8324362,258.6585632,4.489742541,17,170,35,75,80,65,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,0,6,10,0.6,0,569.2099609,89.44444444
RK1022,Ohiopyle,-79.4953003,39.9141998,KLM/RSC,6,28,2021,498.3107971,89.51685859,2.840767164,4,40,0,5,20,0,0,40,95,85,40,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,,8,17,25,10,0.8,1.7,394.5883789,83.44444444
RK1028,Ohiopyle,-79.4872971,39.8880005,KLM/CPC,6,29,2021,455.1147119,155.4974236,0.596097366,10,100,80,65,55,15,5,25,5,15,15,0,0,0,0,0,0,0,10,0,0,25,5,0,0,0,,10,14,24,10,1,1.4,300,83.55555556
RK1023,Ohiopyle,-79.4539032,39.8544006,AEH/CPC,7,2,2021,493.6921024,168.5611395,4.592247244,20,200,50,50,40,0,10,5,20,35,15,30,0,40,0,0,0,0,5,0,0,0,0,0,0,0,,4,1,5,10,0.4,0.1,429.5346375,86.88888889
RK1024,Ohiopyle,-79.4932022,39.9342995,"TJH,LJV",6,28,2021,381.3084529,63.13041826,1.269876929,12,120,25,55,50,0,5,0,25,0,0,0,10,15,50,0,0,0,25,15,0,5,20,0,0,0,,10,8,18,10,1,0.8,324.4996338,87.5
RK1025,Ohiopyle,-79.4234009,39.850399,CPC,7,3,2021,522.211141,341.6488176,6.355460412,10,100,5,55,30,0,5,0,5,0,5,65,25,55,0,0,0,25,10,10,0,5,0,1,0,1,,0,1,1,10,0,0.1,424.2640686,86.25
RK1027,Ohiopyle,-79.4813995,39.9231987,"LJV, TJH",6,28,2021,396.5546868,331.3909437,0.78070755,12,120,50,50,60,0,20,0,10,0,30,30,15,10,0,0,0,10,10,0,0,5,0,0,0,0,,3,0,3,10,0.3,0,150,88.625
RK1029,Ohiopyle,-79.535202,39.8946991,"TJH,LJV",6,29,2021,615.2049407,96.28313611,3.003918984,13,130,55,20,20,5,0,5,20,60,75,15,20,0,0,0,0,0,0,0,5,0,0,0,0,1,,1,3,4,10,0.1,0.3,931.9334717,91.44444444
RK1030,Ohiopyle,-79.4872971,39.8228989,CJF,7,3,2021,580.384506,299.9657926,4.215949371,10,100,35,75,20,20,15,5,0,0,5,35,10,70,0,0,0,0,0,0,10,0,0,0,2,0,,6,4,10,10,0.6,0.4,456.9463806,86.55555556
RK1031,Ohiopyle,-79.5112,39.9021988,RSC/KBB,6,29,2021,514.276092,96.30063347,3.109987824,16,160,25,5,25,5,0,5,0,10,40,65,85,15,0,0,0,0,0,10,5,0,5,0,0,1,,23,4,27,10,2.3,0.4,174.9285583,86.875
RK1032,Ohiopyle,-79.5337982,39.8889008,"TJH,LJV",6,29,2021,615.2049407,96.28313611,3.003918984,16,160,75,70,40,5,0,0,10,0,10,0,10,50,0,0,0,10,0,0,0,20,0,0,0,0,,,,,,,,829.7590332,88.55555556
RK1033,Ohiopyle,-79.4951019,39.9025002,RSC/KLM,6,28,2021,462.4507409,93.57430556,2.995084992,10,100,80,65,45,10,10,35,10,20,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,1,6,10,0.5,0.1,637.8087769,86.125
RK1034,Ohiopyle,-79.509201,39.8936996,CJF/CPC,6,22,2021,503.8305321,85.60686135,2.719080951,10,100,65,70,45,15,10,10,20,15,15,0,5,0,0,0,0,0,0,30,0,0,0,0,0,0,,16,6,22,10,1.6,0.6,0,88.44444444
RK1035,Ohiopyle,-79.506897,39.8456993,"LJV, TJH",7,2,2021,518.073095,58.58223467,1.787170948,9,90,40,60,15,40,0,0,10,10,10,0,5,0,0,0,0,10,20,5,0,5,70,0,0,0,,13,0,13,10,1.3,0,120,84.66666667
RK1036,Ohiopyle,-79.468399,39.8651009,AEH/CPC,7,2,2021,535.9012149,253.4713228,4.092155134,6,60,45,50,55,50,40,30,5,5,10,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,,7,2,9,10,0.7,0.2,732.3933105,85.5
RK1037,Ohiopyle,-79.5102005,39.8400002,"TJH,LJV",7,2,2021,516.1535272,73.95292768,1.708565502,12,120,60,70,45,30,25,20,5,5,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,5,13,10,0.8,0.5,127.279213,83.44444444
RK1038,Ohiopyle,-79.498497,39.8498993,"LJV, TJH",7,2,2021,482.7492824,30.54255755,2.029085296,6,60,55,55,80,5,30,0,15,10,5,25,0,10,0,0,0,0,0,0,0,5,5,0,0,0,,1,4,5,10,0.1,0.4,90,85.44444444
RK1039,Ohiopyle,-79.3972015,39.8428993,CPC,7,3,2021,564.0348816,51.89783865,4.136739221,17,170,25,55,0,0,20,60,5,0,30,5,5,0,0,0,0,5,10,0,60,10,10,0,0,1,,11,6,17,10,1.1,0.6,108.1665344,88.75
RK1040,Ohiopyle,-79.4593964,39.8112984,RSC/KLM,7,3,2021,826.2205205,308.0483583,1.992288821,8,80,30,15,85,30,5,15,0,0,0,20,80,0,0,0,0,0,0,0,20,0,0,0,0,0,,2,4,6,10,0.2,0.4,1288.254639,89
RK1042,Ohiopyle,-79.4869995,39.8077011,"LJV, TJH",7,3,2021,678.8324362,258.6585632,4.489742541,20,200,70,85,60,20,10,25,10,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,,0,3,3,10,0,0.3,876.1848755,88.11111111
RK1043,Ohiopyle,-79.4317017,39.8348999,"KBB, AH",7,3,2021,807.6401361,312.5736216,7.616330195,13,130,15,30,25,15,50,0,0,0,70,70,20,0,0,0,5,0,0,0,0,0,0,0,2,0,,6,5,11,10,0.6,0.5,971.6481323,85.33333333
RK1044,Ohiopyle,-79.4723969,39.8604012,AEH/CPC,6,30,2021,508.573511,248.7429267,1.497604724,12,120,25,0,30,0,0,10,30,5,30,5,0,30,0,0,0,40,95,0,0,0,0,0,0,0,,4,2,6,10,0.4,0.2,94.86833191,86.125
RK1047,Ohiopyle,-79.5217972,39.9135017,"KBB, RSC",6,29,2021,567.1240787,64.08040971,2.760572516,16,160,30,35,45,0,0,5,0,25,0,70,35,0,0,0,0,0,0,10,0,5,40,0,0,0,WOTH singing,3,2,5,10,0.3,0.2,1081.665283,86.875
RK1048,Ohiopyle,-79.4309006,39.8697014,"CJF, KBB",7,2,2021,669.5317334,145.4730163,4.519714207,20,200,19,15,70,12,15,10,69,70,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,10,1,11,10,1,0.1,417.8516541,89.42857143
RK1049,Ohiopyle,-79.520401,39.8928986,"TJH,LJV",6,29,2021,535.9516526,75.52824247,2.473327729,15,150,45,55,40,15,10,20,0,10,0,40,25,40,0,0,0,0,0,0,0,0,0,0,0,0,,14,0,14,10,1.4,0,898.9994507,89.44444444
RK1050,Ohiopyle,-79.5067978,39.8863983,KLM/CPC,6,29,2021,512.354716,54.09541628,2.104737233,14,140,25,5,45,0,10,0,65,85,50,0,0,0,0,0,0,0,0,0,10,0,5,1,0,0,,0,0,0,10,0,0,123.6931686,90.125
RK1051,Ohiopyle,-79.4814987,39.8586006,"CJF, FD, SS",6,29,2021,481.4624452,291.0074994,2.757799306,15,150,55,50,60,45,0,0,0,30,5,0,0,30,0,0,0,0,10,5,0,10,0,0,0,0,,7,1,8,10,0.7,0.1,305.9411621,91.44444444
RK1052,Ohiopyle,-79.5122986,39.8599014,CJF,7,3,2021,462.7071477,80.66168566,3.421630658,6,60,5,10,15,90,70,0,5,5,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,marsh/multi-flora rose pit,,,,,,,30,80.88888889
RK1054,Ohiopyle,-79.5214996,39.9062996,RSC/KBB,6,29,2021,586.2232068,78.63105547,2.552333334,20,200,5,40,45,5,5,30,0,25,25,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,4,13,10,0.9,0.4,1087.474121,88.125
RK1056,Ohiopyle,-79.5001984,39.9071999,KLM/RSC,6,28,2021,462.4507409,93.57430556,2.995084992,17,170,30,40,70,0,0,0,40,40,20,15,20,0,0,0,0,0,0,10,15,0,0,0,0,0,,3,4,7,10,0.3,0.4,445.9820557,86.5
RK1057,Ohiopyle,-79.5016022,39.8712997,KLM/RSC,7,2,2021,488.2600261,102.775047,5.190815677,9,90,30,40,30,0,0,20,70,50,40,0,10,10,0,0,0,0,0,0,0,0,0,2,0,0,,3,3,6,10,0.3,0.3,120,86.66666667
RK1053,Ohiopyle,-79.4996033,39.8750992,RSC/KLM,7,2,2021,428.5923987,122.3015532,3.401177187,,0,15,30,40,5,30,0,80,35,50,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,,6,10,16,10,0.6,1,134.1640778,84.875
RK1058,Ohiopyle,-79.4922028,39.8568001,KLM/RSC,6,30,2021,466.895785,304.0288168,2.625473305,15,150,50,50,60,15,40,20,0,10,0,0,0,0,0,0,0,10,0,10,25,0,10,0,0,0,,17,15,32,10,1.7,1.5,60,88.5
RK1059,Ohiopyle,-79.4957962,39.9220009,CJF/CPC,6,28,2021,466.8812266,48.91798839,2.732031961,10,100,60,40,50,10,0,25,20,10,15,0,5,10,0,40,0,0,5,0,10,0,0,0,0,0,,10,4,14,10,1,0.4,648.9992676,84.375
RK1060,Ohiopyle,-79.5014038,39.8827019,RSC/KLM,7,2,2021,520.3064265,101.1727677,4.087845628,11,110,50,50,70,15,15,5,20,30,20,15,5,0,0,0,0,0,0,0,0,0,5,1,0,1,,6,7,13,10,0.6,0.7,305.9411621,89.25
RK1061,Laurel Ridge,-79.0123978,40.4015007,KBB/RSC,7,7,2021,422.5839995,292.2329973,6.114475062,16,160,70,25,60,10,5,15,5,0,5,15,70,20,0,0,0,0,0,0,0,0,0,0,0,0,2 WOTH detected,7,22,29,10,0.7,2.2,339.4112549,84.75
RK1062,Laurel Ridge,-79.3560028,39.9738998,"LJV, TJH",7,4,2021,823.9027098,259.4292534,1.237044869,1,10,0,0,0,5,100,40,95,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,0,24,10,2.4,0,0,16.77777778
RK1063,Laurel Ridge,-79.0858002,40.2518997,CJF,7,5,2021,785.5461123,285.515066,2.345557609,13,130,30,60,60,70,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,8,12,20,10,0.8,1.2,465.7252502,92.875
RK1064,Laurel Ridge,-79.009201,40.4087982,"KBB, RSC",7,7,2021,399.6573456,292.9352442,3.708014108,12,120,85,0,60,5,0,5,0,100,0,10,0,35,0,0,0,0,0,0,0,0,0,0,0,1,WOTH singing,4,2,6,10,0.4,0.2,323.1098938,77.54545455
RK1065,Laurel Ridge,-79.0010986,40.3506012,TJH/CPC,7,6,2021,785.8584302,294.0010217,0.05897811,23,230,20,75,35,20,20,5,0,0,0,60,0,60,0,0,0,0,5,0,0,0,0,0,0,0,,7,5,12,10,0.7,0.5,247.3863373,87
RK1066,Laurel Ridge,-79.3612976,39.9622002,"LJV, TJH",7,4,2021,813.8032646,266.077923,0.257531295,20,200,35,50,50,0,10,40,5,0,5,50,10,5,0,0,0,0,0,0,10,30,0,0,3,0,,7,4,11,10,0.7,0.4,228.4731903,86.11111111
RK1067,Laurel Ridge,-79.3504028,39.9742012,"TJH,LJV",7,4,2021,816.8156259,117.4387193,1.244091792,15,150,25,10,20,0,0,20,10,3,0,65,77,60,0,10,0,0,0,0,0,0,0,0,0,0,,2,3,5,10,0.2,0.3,429.5346375,84.625
RK1068,Laurel Ridge,-79.3479996,39.9207993,KLM/CPC,7,4,2021,659.5508691,78.79603986,3.348594022,7,70,40,65,80,60,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,,18,15,33,10,1.8,1.5,840,92.25
RK1069,Laurel Ridge,-79.0491028,40.2809982,"TJH,LJV",7,7,2021,772.7348303,96.4679458,3.816730702,15,150,80,80,70,5,5,20,0,5,10,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,6,29,10,2.3,0.6,108.1665344,87
RK1070,Laurel Ridge,-79.1230011,40.1764984,RSC/KBB,7,5,2021,790.3028981,103.3485229,3.084302034,16,160,5,5,15,0,0,0,0,0,0,95,95,85,0,0,0,0,0,0,0,0,0,1,0,0,,0,2,2,10,0,0.2,84.85281372,86.75
RK1071,Laurel Ridge,-78.9913025,40.3501015,TJH/CPC,7,6,2021,758.4789054,118.84565,3.315418103,10,100,15,10,40,0,0,0,0,0,10,85,90,50,0,0,0,0,0,0,0,0,0,0,0,0,,5,5,10,10,0.5,0.5,979.489624,87.66666667
RK1073,Laurel Ridge,-79.0127029,40.4084015,RSC/KBB,7,7,2021,363.2489469,273.9058616,2.370036913,12,120,30,40,75,10,40,5,0,0,0,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,,13,13,26,10,1.3,1.3,192.0937347,85.875
RK1074,Laurel Ridge,-79.0602036,40.2598,KLM/CPC,7,5,2021,779.8280655,118.0970677,3.897892471,12,120,20,60,50,80,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,64,1,65,10,6.4,0.1,1074.150757,89.22222222
RK1075,Laurel Ridge,-78.9951019,40.4045982,KLM/CPC,7,7,2021,455.1831153,315.9278531,5.262102693,20,200,80,60,85,15,5,15,0,0,0,5,10,0,0,0,0,0,15,0,0,10,0,0,0,0,,1,3,4,10,0.1,0.3,258.0697632,90.66666667
RK1076,Laurel Ridge,-79.3464966,39.9365005,KLM/CPC,7,4,2021,713.2012682,96.97014055,2.800133597,10,100,15,80,25,0,0,50,5,10,0,80,0,25,0,0,0,0,0,0,0,10,0,0,1,0,,2,4,6,10,0.2,0.4,429.5346375,88.375
RK1077,Laurel Ridge,-78.9682007,40.3583984,KLM/RSC,7,6,2021,589.3585504,91.15567449,7.625202508,14,140,90,75,90,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,0,0,0,,7,11,18,10,0.7,1.1,342.0526428,90.33333333
RK1078,Laurel Ridge,-78.9985962,40.3656998,CJF,7,7,2021,773.9768727,299.8391499,2.351753149,16,160,35,10,10,25,0,45,0,0,0,40,90,45,0,0,0,0,0,0,0,0,0,0,0,1,,19,1,20,10,1.9,0.1,685.4195557,86.22222222
RK1079,Laurel Ridge,-79.1233978,40.1679001,RSC/KBB,7,5,2021,770.4112999,104.9171734,3.703845134,9,90,40,65,50,30,15,45,5,0,5,5,20,0,0,0,0,0,0,0,20,0,0,0,0,0,,8,1,9,10,0.8,0.1,469.5742798,86.125
RK1080,Laurel Ridge,-79.3367004,39.9844017,CJF,7,4,2021,793.0665066,116.7412406,3.378480653,16,160,45,45,55,35,5,0,0,10,5,0,40,35,0,0,0,10,0,0,10,0,5,0,1,0,,6,1,7,10,0.6,0.1,284.6049805,90.25
RK1081,Laurel Ridge,-78.9787979,40.3577003,RSC/KLM,7,6,2021,680.8463714,99.06844606,7.208436598,8,80,60,85,80,40,5,5,0,0,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,16,26,10,1,1.6,632.850647,87.14285714
RK1082,Laurel Ridge,-78.9825974,40.3638,"KBB, LV",7,6,2021,754.6982419,109.5876641,4.553055628,12,120,55,15,90,5,0,7,0,10,0,20,75,3,20,0,0,0,0,0,0,0,0,0,1,0,,0,2,2,10,0,0.2,810,89
RK1083,Laurel Ridge,-79.0000992,40.3726006,CJF,7,7,2021,735.0485935,293.3628094,3.998345673,17,170,35,15,30,15,0,10,0,0,17,40,85,30,0,0,3,0,0,0,10,0,10,0,0,0,,2,2,4,10,0.2,0.2,1190.966064,89.75
RK1084,Laurel Ridge,-79.0615005,40.2542992,KLM/CPC,7,5,2021,735.1093307,126.8183283,4.56858955,12,120,10,20,70,0,0,25,0,0,0,90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,6,10,0.1,0.5,1314.876343,90.44444444
RK1086,Laurel Ridge,-79.0674973,40.2616005,KLM/CPC,7,5,2021,814.6299798,117.5759027,2.713360756,13,130,20,50,60,75,50,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,,40,15,55,10,4,1.5,445.9820557,84.375
RK1088,Laurel Ridge,-79.0658035,40.2561989,KLM/CPC,7,5,2021,735.1093307,126.8183283,4.56858955,13,130,45,70,65,45,25,25,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,1,1,1,,23,3,26,10,2.3,0.3,898.9994507,90
RK1089,Laurel Ridge,-79.1230011,40.1837006,RSC/KBB,7,5,2021,799.0102581,100.1337228,2.700274469,12,120,25,30,40,5,10,0,0,15,35,65,0,20,5,45,5,0,0,0,0,0,0,0,0,0,,4,1,5,10,0.4,0.1,216.3330688,84.11111111
RK1090,Laurel Ridge,-79.1072006,40.2130013,"TJH,LJV",7,7,2021,836.8768179,75.73424843,0.40643163,16,160,60,55,100,30,10,0,0,0,0,10,25,0,0,0,0,0,0,0,0,10,0,0,1,0,,0,15,15,10,0,1.5,466.6904602,83.375
RK1091,Laurel Ridge,-79.3592987,39.9328995,KLM/CPC,7,4,2021,751.4241569,110.8786127,2.886217201,16,160,20,40,20,5,20,0,0,5,0,75,35,80,0,0,0,0,0,0,0,0,0,0,0,1,,0,2,2,10,0,0.2,690.6518555,88.3
RK1092,Laurel Ridge,-79.1169968,40.1750984,RSC/KBB,7,5,2021,742.533776,99.64994013,4.801822709,11,110,25,10,45,0,25,5,55,65,20,0,0,0,0,0,30,2,0,0,18,0,0,0,0,0,,6,9,15,10,0.6,0.9,182.4828796,69.44444444
RK1093,Laurel Ridge,-79.3343964,40.0010986,CJF,7,4,2021,837.9120821,265.7443746,0.622640631,16,160,20,30,20,10,0,0,5,0,5,65,70,75,0,0,0,0,0,0,0,0,0,0,1,1,,1,2,3,10,0.1,0.2,1044.844482,86.375
RK1094,Laurel Ridge,-78.9860001,40.3811989,CJF,7,6,2021,755.4456251,350.5889585,2.855729747,17,170,10,5,5,0,0,0,0,0,0,90,95,95,0,0,0,0,0,0,0,0,0,0,1,0,,2,0,2,10,0.2,0,1060.660156,89.875
RK1095,Laurel Ridge,-78.9878998,40.3576012,KBB/RSC,7,6,2021,754.6982419,109.5876641,4.553055628,18,180,30,25,5,0,0,0,65,0,0,5,75,95,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,10,0,0,1323.064575,83.125
RK1096,Laurel Ridge,-79.1299973,40.1865005,RSC/KBB,7,5,2021,812.8694452,55.54327746,0.364862552,15,150,10,20,25,85,80,25,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,,55,3,58,10,5.5,0.3,241.8677368,83.88888889
RK1097,Laurel Ridge,-79.3608017,39.9411011,KLM/CPC,7,4,2021,745.4900064,97.94218357,3.686990481,9,90,60,0,100,0,0,0,0,0,0,35,100,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,3,3,10,0,0.3,360,89.33333333
RK1098,Laurel Ridge,-79.3740005,39.9488983,RSC/KBB,7,4,2021,846.2018499,257.9125203,0.590731651,10,100,25,75,20,45,5,45,5,15,0,15,5,35,0,0,0,0,0,0,0,0,0,0,0,0,,5,8,13,10,0.5,0.8,523.9274902,84
RK1100,Laurel Ridge,-79.0559998,40.2571983,KLM/CPC,7,5,2021,717.204605,107.0866788,5.290921789,14,140,15,10,50,0,0,10,5,0,10,80,85,25,0,5,0,0,0,0,0,0,5,0,1,1,,2,2,4,10,0.2,0.2,1101.453613,88.625
RK1101,Laurel Ridge,-79.3643036,39.973999,"TJH,LJV",7,4,2021,776.694064,262.8073265,3.536740562,12,120,40,85,0,40,15,40,0,0,20,10,0,15,0,0,0,0,0,10,10,0,15,1,1,0,,16,3,19,10,1.6,0.3,523.9274902,87.875
RK1102,Laurel Ridge,-79.0017014,40.3991013,RSC/KBB,7,7,2021,518.1669658,301.3789796,7.437068314,4,40,5,0,5,5,0,95,0,0,0,85,100,0,0,0,0,0,0,0,5,0,0,0,0,0,,13,48,61,10,1.3,4.8,456.9463806,87
RK1103,Laurel Ridge,-79.1001968,40.2056007,"TJH,LJV",7,5,2021,803.4572438,115.1879398,3.525128797,18,180,35,10,15,5,0,0,0,0,0,50,90,85,0,0,0,0,0,0,10,0,0,0,0,0,,0,0,0,10,0,0,816.0882568,87.41666667
RK1104,Laurel Ridge,-79.0031967,40.3414993,TJH/CPC,7,6,2021,779.2908455,76.34417396,1.516258546,14,140,35,60,70,0,0,0,0,0,5,65,20,10,0,0,0,0,0,0,0,20,15,0,2,0,,3,13,16,10,0.3,1.3,254.5584259,86
RK1105,Laurel Ridge,-78.9905014,40.3535004,"KBB, LV",7,6,2021,758.4789054,118.84565,3.315418103,13,130,60,25,10,40,30,0,0,5,5,0,40,85,0,0,0,0,0,0,0,0,0,0,0,0,,8,6,14,10,0.8,0.6,1183.38501,89.375
RK1106,Laurel Ridge,-79.0892029,40.2532005,CJF,7,5,2021,785.5461123,285.515066,2.345557609,14,140,25,65,35,0,0,15,0,20,0,65,0,30,0,0,0,0,0,0,10,15,20,2,0,0,,1,3,4,10,0.1,0.3,579.3962402,91.875
RK1107,Laurel Ridge,-79.330101,40.0023003,CJF,7,4,2021,837.9120821,265.7443746,0.622640631,17,170,8,0,18,0,0,0,2,0,2,90,100,80,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,10,0,0,711.196167,87.22222222
RK1108,Laurel Ridge,-79.0062027,40.3502998,"TJH,CPC",7,6,2021,779.2908455,76.34417396,1.516258546,12,120,10,75,60,0,0,40,5,0,0,85,20,0,0,0,0,0,0,0,0,5,0,0,0,0,,13,1,14,10,1.3,0.1,150,83.375
RK1109,Laurel Ridge,-79.3501968,39.9818001,"TJH,LJV",7,4,2021,839.6290284,183.7932221,0.955495672,9,90,40,20,70,0,0,0,45,5,5,15,75,20,0,0,0,0,0,0,0,0,5,0,0,0,,4,12,16,10,0.4,1.2,553.1726685,84.33333333
RK1110,Laurel Ridge,-78.9946976,40.401001,KLM/CPC,7,7,2021,491.4685635,339.0712125,5.234397649,16,160,55,45,20,5,0,0,5,0,0,5,25,80,0,0,0,0,25,0,30,5,0,0,1,0,,0,1,1,10,0,0.1,553.1726685,91.875
RK1112,Laurel Ridge,-79.0895996,40.2489014,CJF,7,5,2021,836.0838218,310.0241025,1.370068849,19,190,30,20,4,0,0,0,5,0,1,65,80,95,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,161.5549469,87.25
RK1113,Laurel Ridge,-79.0058975,40.4090996,"KBB, RSC",7,7,2021,399.6573456,292.9352442,3.708014108,8,80,2,50,5,0,10,0,98,25,95,0,0,0,0,8,0,0,5,0,0,2,0,0,0,0,WOTH pit-volleys,13,10,23,10,1.3,1,284.6049805,84.375
RK1114,Laurel Ridge,-78.9816971,40.3895988,KLM/CPC,7,7,2021,585.909553,18.5135384,6.03775286,10,100,20,75,75,10,20,10,0,0,0,70,0,10,0,0,0,0,0,5,0,5,0,0,0,0,,8,2,10,10,0.8,0.2,558.0322876,90.625
RK1115,Laurel Ridge,-78.9954987,40.3666,CJF,7,7,2021,735.0485935,293.3628094,3.998345673,16,160,85,10,30,0,10,0,0,0,0,5,80,70,0,0,0,10,0,0,0,0,0,0,0,1,,0,1,1,10,0,0.1,931.9334717,85.5
RK1116,Laurel Ridge,-79.1221008,40.1952019,"LJV, TJH",7,5,2021,811.7498334,115.5091643,2.48846525,15,150,15,15,50,5,0,30,0,70,0,70,15,15,0,0,0,0,0,0,10,0,5,0,0,0,,1,1,2,10,0.1,0.1,276.5863342,84.5
RK1117,Laurel Ridge,-79.0018005,40.3549995,KBB/RSC,7,6,2021,785.8584302,294.0010217,0.05897811,12,120,5,30,5,0,0,0,0,5,0,95,65,95,0,0,0,0,0,0,0,0,0,0,0,0,,5,4,9,10,0.5,0.4,335.4101868,84.11111111
RK1118,Laurel Ridge,-78.9893036,40.3900986,KLM/CPC,7,7,2021,698.7731297,13.90040717,5.653704501,12,120,55,40,45,5,40,5,5,5,5,15,15,20,0,0,0,5,0,15,15,0,10,0,0,0,,1,2,3,10,0.1,0.2,782.3042603,86.875
RK1119,Laurel Ridge,-79.0086975,40.4115982,RSC/KBB,7,7,2021,391.8644388,290.7615056,1.616527486,9,90,30,15,35,45,75,10,15,0,0,10,0,55,0,10,0,0,0,0,0,0,0,0,0,0,,6,9,15,10,0.6,0.9,268.3281555,87.22222222
RK1120,Laurel Ridge,-78.9782028,40.3736992,CJF,7,6,2021,751.3987887,57.61506149,7.899457338,11,110,2,25,10,5,0,0,0,0,0,93,75,90,0,0,0,0,0,0,0,0,0,0,2,0,,3,4,7,10,0.3,0.4,108.1665344,87.42857143
RK1121,Laurel Ridge,-79.3693008,39.9570999,CJF,7,5,2021,832.0442286,320.2774831,2.566388901,15,150,20,25,30,0,2,20,0,0,5,70,70,30,10,3,15,0,0,0,0,0,0,0,0,1,,4,3,7,10,0.4,0.3,134.1640778,88.5
